"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U520","2019-09-16 00:00:00","517.000","233.000","1.300","20.900","0.990","954.400","-99.000","6.500","-99.000","-99.000","-99.000","24.400","","20.000",""
"C0E750","2019-09-16 00:00:00","62.000","68.000","0.600","25.600","0.790","999.200","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","24.700",""
"C0G660","2019-09-16 00:00:00","27.000","345.000","1.300","25.900","0.810","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","25.800",""
"C0W140","2019-09-16 00:00:00","21.000","22.000","2.500","27.600","0.720","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","27.200",""
"C0U720","2019-09-16 00:00:00","1260.000","360.000","0.700","18.300","0.990","885.500","-99.000","2.500","-99.000","-99.000","-99.000","23.300","","16.900",""
"C0R690","2019-09-16 00:00:00","248.000","41.000","0.700","24.100","-99.000","979.400","-99.000","8.000","-99.000","-99.000","-99.000","30.800","","22.700",""
"C0X150","2019-09-16 00:00:00","18.000","0.000","0.200","28.400","0.810","1006.100","-99.000","0.500","-99.000","-99.000","-99.000","31.800","","27.100",""
"C0Z050","2019-09-16 00:00:00","830.000","268.000","0.300","20.400","0.920","919.500","-99.000","0.500","-99.000","-99.000","-99.000","26.900","","19.800",""
"C0I490","2019-09-16 00:00:00","1601.000","172.000","1.400","18.900","0.990","839.100","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","16.600",""
"C0I090","2019-09-16 00:00:00","910.000","227.000","1.200","20.100","0.930","908.900","-99.000","2.000","-99.000","-99.000","-99.000","26.200","","19.600",""
"C0X240","2019-09-16 00:00:00","394.000","231.000","2.500","23.600","0.940","963.800","-99.000","28.000","-99.000","-99.000","-99.000","29.600","","22.800",""
"C0S990","2019-09-16 00:00:00","409.000","4.000","1.800","24.200","0.870","963.000","-99.000","1.500","-99.000","-99.000","-99.000","28.900","","21.900",""
"C0E850","2019-09-16 00:00:00","104.000","46.000","1.100","25.200","0.770","994.900","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","22.000",""
"C0T9B0","2019-09-16 00:00:00","558.000","309.000","0.500","22.600","0.900","947.500","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","22.100",""
"C0G650","2019-09-16 00:00:00","34.000","0.000","0.100","25.300","0.980","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","25.300",""
"C0K580","2019-09-16 00:00:00","26.000","0.000","0.200","25.600","0.910","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.400",""
"C0AH00","2019-09-16 00:00:00","38.000","22.000","1.600","26.900","0.920","1004.100","-99.000","28.500","-99.000","-99.000","-99.000","27.800","","24.300",""
"C0V700","2019-09-16 00:00:00","24.000","207.000","2.000","27.700","0.800","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","26.500",""
"C0AD00","2019-09-16 00:00:00","86.000","48.000","1.400","27.300","0.820","999.600","-99.000","14.500","-99.000","-99.000","-99.000","28.800","","25.800",""
"C0O900","2019-09-16 00:00:00","9.000","153.000","2.200","25.700","0.990","1006.300","-99.000","1.500","-99.000","-99.000","-99.000","31.100","","25.700",""
"C0R570","2019-09-16 00:00:00","37.000","12.000","1.100","25.500","0.930","1002.300","-99.000","26.500","-99.000","-99.000","-99.000","32.700","","25.000",""
"C0V760","2019-09-16 00:00:00","30.000","216.000","0.700","27.800","0.810","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.500",""
"C0X190","2019-09-16 00:00:00","10.000","210.000","2.500","27.700","0.990","1005.400","-99.000","13.500","-99.000","-99.000","-99.000","30.600","","25.900",""
"C0T9I0","2019-09-16 00:00:00","152.000","204.000","1.400","24.300","0.890","992.000","-99.000","1.500","-99.000","-99.000","-99.000","30.300","","24.200",""
"C0O980","2019-09-16 00:00:00","18.000","170.000","0.800","25.500","0.940","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.300",""
"C0R270","2019-09-16 00:00:00","51.000","226.000","1.600","24.800","1.000","1000.500","-99.000","11.000","-99.000","-99.000","-99.000","32.300","","23.800",""
"C0T9H0","2019-09-16 00:00:00","725.000","330.000","1.200","21.400","0.990","929.400","-99.000","0.500","-99.000","-99.000","-99.000","30.800","","20.900",""
"C0A660","2019-09-16 00:00:00","97.000","0.000","0.100","25.800","1.000","997.300","-99.000","10.500","-99.000","-99.000","-99.000","28.100","","23.200",""
"C0A890","2019-09-16 00:00:00","40.000","0.000","0.200","25.400","0.920","1003.400","-99.000","3.500","-99.000","-99.000","-99.000","29.000","","24.600",""
"C0O840","2019-09-16 00:00:00","134.000","159.000","1.900","24.400","1.000","-99.000","-99.000","24.000","-99.000","-99.000","-99.000","30.200","","24.100",""
"C0R530","2019-09-16 00:00:00","16.000","48.000","1.800","25.100","0.830","1005.200","-99.000","28.000","-99.000","-99.000","-99.000","30.700","","23.900",""
"C0G870","2019-09-16 00:00:00","12.000","54.000","1.300","26.700","0.790","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","25.900",""
"C0M820","2019-09-16 00:00:00","980.000","42.000","1.200","19.800","0.900","901.900","-99.000","1.500","-99.000","-99.000","-99.000","25.600","","19.800",""
"C0F9S0","2019-09-16 00:00:00","43.000","343.000","1.800","26.700","0.740","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.700",""
"C0R160","2019-09-16 00:00:00","45.000","74.000","0.500","25.100","0.990","1001.500","-99.000","8.500","-99.000","-99.000","-99.000","31.800","","24.800",""
"C0A950","2019-09-16 00:00:00","60.000","329.000","6.200","27.100","0.860","1002.000","-99.000","2.000","-99.000","-99.000","-99.000","27.800","","24.700",""
"C0F9L0","2019-09-16 00:00:00","253.000","35.000","1.400","24.400","0.900","978.200","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","24.400",""
"C0R550","2019-09-16 00:00:00","38.000","17.000","1.400","25.100","1.000","1003.700","-99.000","77.500","-99.000","-99.000","-99.000","33.000","","23.500",""
"C0V530","2019-09-16 00:00:00","34.000","69.000","0.800","26.200","1.000","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","25.800",""
"C0AI10","2019-09-16 00:00:00","76.000","0.000","0.000","24.500","0.950","1000.100","-99.000","7.500","-99.000","-99.000","-99.000","26.600","","23.500",""
"C0F9U0","2019-09-16 00:00:00","74.000","47.000","1.400","27.100","0.750","998.500","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","27.100",""
"C0V680","2019-09-16 00:00:00","40.000","119.000","1.300","26.900","0.820","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","26.200",""
"C0Z290","2019-09-16 00:00:00","946.000","0.000","0.000","19.900","0.990","905.800","-99.000","0.500","-99.000","-99.000","-99.000","27.100","","19.900",""
"CM0120","2019-09-16 00:00:00","4.000","49.000","3.900","27.300","0.710","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.300",""
"C0G760","2019-09-16 00:00:00","53.000","192.000","0.700","25.600","0.990","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.600",""
"C0K450","2019-09-16 00:00:00","35.000","215.000","1.200","25.900","0.900","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","25.600",""
"C0E820","2019-09-16 00:00:00","220.000","196.000","0.700","22.500","0.890","982.500","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","21.400",""
"C0A530","2019-09-16 00:00:00","300.000","0.000","0.000","23.100","0.990","975.500","-99.000","23.500","-99.000","-99.000","-99.000","25.000","","22.400",""
"C0M520","2019-09-16 00:00:00","15.000","135.000","0.400","26.300","0.860","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","25.800",""
"C0K240","2019-09-16 00:00:00","1132.000","316.000","1.800","18.800","0.990","887.700","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","18.800",""
"C0V210","2019-09-16 00:00:00","734.000","139.000","0.900","22.500","0.920","928.000","-99.000","6.500","-99.000","-99.000","-99.000","28.500","","21.600",""
"C0Z320","2019-09-16 00:00:00","646.000","237.000","0.900","20.200","0.990","937.200","-99.000","1.000","-99.000","-99.000","-99.000","31.100","","19.800",""
"C0R600","2019-09-16 00:00:00","766.000","0.000","0.000","23.400","0.800","923.300","-99.000","55.000","-99.000","-99.000","-99.000","27.900","","21.200",""
"C0C650","2019-09-16 00:00:00","208.000","46.000","1.500","22.800","0.890","984.900","-99.000","39.500","-99.000","-99.000","-99.000","25.900","","21.300",""
"C0F9I0","2019-09-16 00:00:00","194.000","24.000","1.700","24.700","0.840","984.600","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","24.700",""
"C0T820","2019-09-16 00:00:00","550.000","0.000","0.000","21.700","0.910","951.200","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","19.300",""
"C0S890","2019-09-16 00:00:00","238.000","0.000","0.000","23.800","0.980","984.100","-99.000","1.000","-99.000","-99.000","-99.000","31.800","","23.600",""
"C0G840","2019-09-16 00:00:00","32.000","0.000","0.000","25.700","0.920","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","25.300",""
"C0V710","2019-09-16 00:00:00","34.000","217.000","1.300","27.500","0.800","1003.300","-99.000","0.500","-99.000","-99.000","-99.000","31.300","","26.100",""
"C0X140","2019-09-16 00:00:00","17.000","205.000","0.700","28.000","0.840","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","27.100",""
"C0D360","2019-09-16 00:00:00","523.000","0.000","0.000","22.100","0.790","948.400","-99.000","0.500","-99.000","-99.000","-99.000","26.200","","19.500",""
"C0C710","2019-09-16 00:00:00","143.000","0.000","0.000","23.000","0.990","992.600","-99.000","15.000","-99.000","-99.000","-99.000","26.400","","21.800",""
"C0Z190","2019-09-16 00:00:00","62.000","315.000","1.000","27.000","0.830","1000.200","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.400",""
"C0Z020","2019-09-16 00:00:00","211.000","317.000","1.500","23.200","0.990","983.800","-99.000","9.000","-99.000","-99.000","-99.000","30.400","","23.200",""
"C0I380","2019-09-16 00:00:00","258.000","0.000","0.000","24.000","0.990","977.400","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","24.000",""
"C0D560","2019-09-16 00:00:00","147.000","46.000","2.400","25.100","0.830","991.200","-99.000","10.000","8.800","56.000","","29.700","","24.100",""
"C0Z220","2019-09-16 00:00:00","589.000","262.000","2.300","22.900","0.780","944.900","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","19.900",""
"C0R220","2019-09-16 00:00:00","23.000","43.000","1.600","25.200","1.000","1005.000","-99.000","56.500","-99.000","-99.000","-99.000","32.500","","24.300",""
"C0A870","2019-09-16 00:00:00","685.000","39.000","5.100","20.800","0.990","931.500","-99.000","52.500","-99.000","-99.000","-99.000","21.500","","19.900",""
"C0V670","2019-09-16 00:00:00","20.000","188.000","1.900","27.900","0.800","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","27.200",""
"C0C540","2019-09-16 00:00:00","46.000","85.000","1.100","24.500","0.870","1003.500","-99.000","30.000","-99.000","-99.000","-99.000","27.800","","22.800",""
"C0F9O0","2019-09-16 00:00:00","175.000","80.000","0.300","25.600","0.980","987.000","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","25.600",""
"C0Z230","2019-09-16 00:00:00","31.000","332.000","2.500","28.500","0.550","1005.100","-99.000","0.000","8.900","312.000","","29.900","","24.800",""
"C0U900","2019-09-16 00:00:00","63.000","256.000","1.500","25.300","0.790","1002.900","-99.000","1.500","-99.000","-99.000","-99.000","27.400","","23.500",""
"C0X200","2019-09-16 00:00:00","61.000","151.000","0.600","24.900","0.990","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","24.900",""
"C0G640","2019-09-16 00:00:00","17.000","30.000","2.300","26.300","0.790","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.500",""
"C0Z080","2019-09-16 00:00:00","298.000","0.000","0.200","22.800","0.950","975.000","-99.000","1.000","-99.000","-99.000","-99.000","32.300","","22.400",""
"C0U770","2019-09-16 00:00:00","5.000","325.000","4.000","28.000","0.600","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","23.300",""
"C0Z210","2019-09-16 00:00:00","126.000","0.000","0.000","24.200","0.990","995.200","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","23.600",""
"C0V690","2019-09-16 00:00:00","30.000","232.000","1.600","27.900","0.820","1004.600","-99.000","9.500","-99.000","-99.000","-99.000","31.100","","27.100",""
"C0M690","2019-09-16 00:00:00","33.000","191.000","1.600","25.400","0.940","1002.500","-99.000","3.500","-99.000","-99.000","-99.000","30.600","","25.300",""
"C0F970","2019-09-16 00:00:00","145.000","137.000","0.300","25.700","0.800","989.700","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","25.700",""
"C0C490","2019-09-16 00:00:00","157.000","96.000","1.000","25.000","0.910","990.800","-99.000","50.000","-99.000","-99.000","-99.000","27.800","","22.600",""
"C0X160","2019-09-16 00:00:00","26.000","157.000","1.800","27.200","0.870","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.200",""
"C0S760","2019-09-16 00:00:00","1621.000","360.000","0.900","16.500","1.000","837.100","-99.000","22.000","-99.000","-99.000","-99.000","24.300","","16.100",""
"C0O830","2019-09-16 00:00:00","127.000","124.000","0.600","24.300","0.990","993.500","-99.000","11.500","-99.000","-99.000","-99.000","32.400","","24.100",""
"C0A9A0","2019-09-16 00:00:00","24.000","0.000","0.000","26.600","0.870","1006.000","-99.000","19.500","-99.000","-99.000","-99.000","28.400","","24.700",""
"C0G620","2019-09-16 00:00:00","110.000","252.000","1.500","25.200","0.920","994.900","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","24.700",""
"C0V310","2019-09-16 00:00:00","46.000","333.000","0.400","25.100","0.990","1001.100","-99.000","24.000","-99.000","-99.000","-99.000","32.000","","24.800",""
"C0X110","2019-09-16 00:00:00","20.000","214.000","2.000","27.700","0.910","1004.900","-99.000","0.500","-99.000","-99.000","-99.000","30.900","","26.400",""
"C0S980","2019-09-16 00:00:00","901.000","97.000","2.800","20.600","1.000","909.600","-99.000","2.000","-99.000","-99.000","-99.000","26.600","","19.700",""
"C0O860","2019-09-16 00:00:00","38.000","128.000","1.800","25.700","0.990","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","25.700",""
"C0U950","2019-09-16 00:00:00","1012.000","337.000","3.500","19.800","1.000","900.100","-99.000","6.500","-99.000","-99.000","-99.000","20.600","","18.400",""
"C0R260","2019-09-16 00:00:00","76.000","184.000","0.300","24.100","0.990","998.600","-99.000","120.000","-99.000","-99.000","-99.000","32.300","","23.300",""
"C0X050","2019-09-16 00:00:00","25.000","184.000","1.800","24.800","0.990","1003.000","-99.000","67.500","-99.000","-99.000","-99.000","32.700","","24.500",""
"CM0100","2019-09-16 00:00:00","25.000","41.000","1.800","26.000","0.800","1005.000","-99.000","20.500","-99.000","-99.000","-99.000","29.200","","24.400",""
"C0AC70","2019-09-16 00:00:00","71.000","0.000","0.100","26.300","0.860","1000.600","-99.000","18.000","-99.000","-99.000","-99.000","28.100","","24.200",""
"CM0130","2019-09-16 00:00:00","11.000","150.000","0.800","27.800","0.750","1006.300","-99.000","9.500","-99.000","-99.000","-99.000","29.600","","26.600",""
"C0W110","2019-09-16 00:00:00","16.000","35.000","5.800","-99.000","-99.000","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R670","2019-09-16 00:00:00","26.000","6.000","1.100","25.000","-99.000","1005.200","-99.000","9.000","-99.000","-99.000","-99.000","31.200","","24.100",""
"C0X120","2019-09-16 00:00:00","28.000","184.000","0.800","27.100","0.860","1004.700","-99.000","1.500","-99.000","-99.000","-99.000","31.800","","26.700",""
"C0R100","2019-09-16 00:00:00","1006.000","268.000","0.800","19.000","1.000","899.400","-99.000","35.000","-99.000","-99.000","-99.000","24.300","","19.000",""
"C0Z160","2019-09-16 00:00:00","124.000","195.000","1.400","24.900","0.850","995.000","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","18.900",""
"C0R540","2019-09-16 00:00:00","17.000","21.000","1.400","25.800","0.930","1005.000","-99.000","34.000","-99.000","-99.000","-99.000","32.300","","24.800",""
"C0K480","2019-09-16 00:00:00","56.000","225.000","1.200","26.100","0.870","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","26.000",""
"C0H890","2019-09-16 00:00:00","440.000","30.000","0.400","24.000","0.910","957.600","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","24.000",""
"C0S770","2019-09-16 00:00:00","375.000","300.000","0.300","22.800","0.970","966.100","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","22.200",""
"C0X230","2019-09-16 00:00:00","29.000","154.000","1.400","25.800","0.940","1004.800","-99.000","3.000","-99.000","-99.000","-99.000","31.000","","25.800",""
"C0B010","2019-09-16 00:00:00","38.000","37.000","2.400","27.300","0.850","1002.000","-99.000","21.000","-99.000","-99.000","-99.000","28.400","","24.400",""
"C0R490","2019-09-16 00:00:00","49.000","96.000","0.600","25.700","0.930","1001.300","-99.000","4.000","-99.000","-99.000","-99.000","31.800","","25.500",""
"C0V740","2019-09-16 00:00:00","60.000","104.000","0.400","25.400","0.950","1001.500","-99.000","33.500","-99.000","-99.000","-99.000","31.600","","25.100",""
"C0G880","2019-09-16 00:00:00","92.000","116.000","0.900","25.300","0.880","997.100","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","25.200",""
"C0R520","2019-09-16 00:00:00","18.000","52.000","1.300","25.900","0.900","1005.200","-99.000","41.000","-99.000","-99.000","-99.000","32.000","","25.000",""
"C0E790","2019-09-16 00:00:00","344.000","104.000","1.500","24.100","0.900","967.800","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","24.100",""
"C0F9Y0","2019-09-16 00:00:00","3313.000","9.000","1.400","8.800","1.000","686.300","-99.000","0.000","-99.000","-99.000","-99.000","14.300","","4.200",""
